loan_id,dependents,education,self_employed,annual_income,requested_loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,loan_status_encoded
780,1, Graduate, No,5400000,17900000,14,727,13100000,0,12300000,4700000,Approved,3.314814814814815,30100000,1
781,2, Not Graduate, No,1600000,5100000,6,784,1400000,2400000,4500000,1400000,Approved,3.1875,9700000,1
782,3, Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000,Approved,2.0606060606060606,79200000,1
783,3, Not Graduate, No,5800000,20100000,18,791,1400000,10800000,16300000,5600000,Approved,3.4655172413793105,34100000,1
784,4, Not Graduate, No,2200000,8500000,16,866,4000000,1900000,6800000,2800000,Approved,3.8636363636363638,15500000,1
785,0, Graduate, No,5000000,14400000,2,761,-100000,7300000,12600000,4500000,Approved,2.88,24300000,1
786,2, Not Graduate, Yes,600000,2100000,18,572,400000,500000,1400000,300000,Approved,3.5,2600000,1
787,4, Graduate, No,2200000,8600000,6,601,2700000,2900000,6700000,3300000,Approved,3.909090909090909,15600000,1
788,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000,Approved,2.1153846153846154,16400000,1
789,4, Not Graduate, No,1200000,4300000,8,598,1600000,1800000,3200000,1300000,Approved,3.5833333333333335,7900000,1
790,2, Graduate, No,3100000,8700000,18,544,5300000,1100000,12200000,1500000,Rejected,2.806451612903226,20100000,0
791,5, Not Graduate, Yes,4600000,14500000,14,561,2300000,6200000,10200000,5800000,Approved,3.152173913043478,24500000,1
792,4, Graduate, Yes,9300000,35500000,6,547,2800000,17800000,27000000,13900000,Rejected,3.817204301075269,61500000,0
793,4, Graduate, No,6300000,13400000,2,504,10500000,10900000,14500000,9400000,Rejected,2.126984126984127,45300000,0
794,2, Not Graduate, No,5900000,20800000,14,530,7100000,5800000,13100000,8800000,Rejected,3.5254237288135593,34800000,0
795,2, Graduate, Yes,2900000,10600000,6,614,1000000,300000,7600000,3600000,Approved,3.6551724137931036,12500000,1
796,4, Not Graduate, No,6100000,22400000,18,351,11800000,5000000,24400000,4800000,Rejected,3.6721311475409837,46000000,0
797,4, Graduate, Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000,Rejected,3.3389830508474576,40500000,0
798,1, Not Graduate, Yes,4600000,18400000,10,403,200000,8800000,17300000,2900000,Rejected,4.0,29200000,0
799,2, Not Graduate, No,7000000,20200000,8,668,16600000,5000000,26100000,9100000,Approved,2.8857142857142857,56800000,1
800,3, Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000,Rejected,2.0392156862745097,37000000,0
801,1, Graduate, No,3100000,10600000,14,665,6200000,800000,9500000,3900000,Approved,3.4193548387096775,20400000,1
802,2, Graduate, No,4100000,12800000,16,344,10300000,7000000,15800000,4100000,Rejected,3.1219512195121952,37200000,0
803,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000,Approved,3.0,13600000,1
804,4, Not Graduate, Yes,8200000,26900000,20,301,23800000,13600000,31000000,9900000,Rejected,3.2804878048780486,78300000,0
805,2, Not Graduate, Yes,800000,2100000,6,726,2000000,0,2600000,600000,Approved,2.625,5200000,1
806,2, Graduate, No,8400000,23100000,6,689,5700000,2500000,18900000,11900000,Approved,2.75,39000000,1
807,0, Not Graduate, No,8500000,33900000,4,665,8500000,12800000,17900000,4500000,Approved,3.988235294117647,43700000,1
808,3, Not Graduate, Yes,3300000,12700000,16,608,3600000,6200000,12600000,4500000,Approved,3.8484848484848486,26900000,1
809,3, Not Graduate, No,5800000,12800000,20,335,4400000,3000000,15300000,8000000,Rejected,2.206896551724138,30700000,0
810,3, Not Graduate, No,4400000,10500000,18,677,100000,2000000,12100000,5000000,Approved,2.3863636363636362,19200000,1
811,1, Not Graduate, No,2600000,8500000,2,491,1700000,1800000,5300000,2600000,Approved,3.269230769230769,11400000,1
812,2, Not Graduate, Yes,9600000,28100000,20,763,23000000,11800000,27500000,10300000,Approved,2.9270833333333335,72600000,1
813,5, Not Graduate, Yes,5200000,18100000,8,809,2400000,6900000,14000000,5500000,Approved,3.480769230769231,28800000,1
814,5, Not Graduate, Yes,9700000,36400000,16,544,3500000,15000000,31300000,5200000,Rejected,3.752577319587629,55000000,0
815,1, Graduate, Yes,200000,800000,14,624,600000,0,600000,0,Approved,4.0,1200000,1
816,3, Graduate, No,6500000,16800000,10,388,9500000,800000,14900000,7200000,Rejected,2.5846153846153848,32400000,0
817,4, Graduate, Yes,7200000,23100000,14,644,13300000,3500000,18300000,4200000,Approved,3.2083333333333335,39300000,1
818,0, Not Graduate, No,5200000,18400000,14,600,7300000,9700000,16500000,3600000,Approved,3.5384615384615383,37100000,1
819,2, Not Graduate, No,6500000,14100000,2,709,1000000,12700000,20900000,4000000,Approved,2.169230769230769,38600000,1
820,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000,Approved,2.4347826086956523,15600000,1
821,0, Not Graduate, Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000,Approved,3.1515151515151514,26900000,1
822,0, Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000,Approved,2.95,16300000,1
823,2, Graduate, Yes,8300000,19500000,4,415,2300000,9400000,21700000,8600000,Rejected,2.3493975903614457,42000000,0
824,4, Graduate, Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000,Approved,3.763157894736842,17900000,1
825,0, Not Graduate, No,5700000,15600000,16,742,700000,5800000,11400000,6800000,Approved,2.736842105263158,24700000,1
826,4, Not Graduate, No,7300000,19800000,8,724,5500000,6000000,29000000,10300000,Approved,2.712328767123288,50800000,1
827,1, Graduate, No,1600000,5400000,12,707,600000,1700000,6200000,800000,Approved,3.375,9300000,1
828,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000,Approved,3.125,3500000,1
829,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000,Rejected,3.4761904761904763,42100000,0
830,2, Graduate, No,8800000,17700000,14,706,22900000,4300000,30300000,9200000,Approved,2.0113636363636362,66700000,1
831,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,16100000,9600000,Approved,1.9863013698630136,39100000,1
832,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000,Approved,2.3947368421052633,20700000,1
833,3, Graduate, No,6200000,16700000,10,880,15800000,8200000,20100000,9100000,Approved,2.693548387096774,53200000,1
834,5, Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000,Approved,2.7142857142857144,23000000,1
835,5, Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000,Approved,3.5714285714285716,9400000,1
836,3, Not Graduate, Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000,Approved,3.4285714285714284,19400000,1
837,1, Graduate, Yes,600000,2000000,10,326,400000,1000000,2400000,700000,Rejected,3.3333333333333335,4500000,0
838,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000,Rejected,2.6341463414634148,31500000,0
839,2, Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000,Approved,2.1296296296296298,24600000,1
840,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000,Approved,3.35,12300000,1
841,4, Graduate, Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000,Rejected,2.5428571428571427,23000000,0
842,0, Graduate, Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000,Approved,3.6144578313253013,63900000,1
843,0, Graduate, Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000,Approved,2.328358208955224,31900000,1
844,0, Not Graduate, No,1900000,6500000,10,523,2400000,1100000,6200000,1100000,Rejected,3.4210526315789473,10800000,0
845,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000,Rejected,3.2153846153846155,35800000,0
846,1, Graduate, Yes,600000,1800000,8,799,1000000,700000,2200000,800000,Approved,3.0,4700000,1
847,5, Graduate, No,7000000,23000000,18,803,18700000,6300000,27800000,4100000,Approved,3.2857142857142856,56900000,1
848,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000,Rejected,2.0,45600000,0
849,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000,Rejected,2.5384615384615383,15900000,0
850,1, Graduate, No,9200000,18800000,2,351,22400000,2200000,31500000,13000000,Rejected,2.0434782608695654,69100000,0
851,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000,Approved,2.3333333333333335,12100000,1
852,1, Not Graduate, No,4900000,18500000,4,612,6100000,5900000,16400000,2900000,Approved,3.7755102040816326,31300000,1
853,1, Graduate, No,5700000,12400000,14,396,5400000,7500000,17600000,5600000,Rejected,2.175438596491228,36100000,0
854,3, Not Graduate, No,300000,800000,2,458,500000,0,1100000,200000,Rejected,2.6666666666666665,1800000,0
855,3, Graduate, Yes,1700000,3400000,6,488,100000,500000,4500000,1600000,Rejected,2.0,6700000,0
856,4, Graduate, No,7000000,18900000,6,475,1300000,6100000,14700000,5200000,Rejected,2.7,27300000,0
857,1, Not Graduate, No,2200000,7000000,18,417,2000000,3900000,6500000,1900000,Rejected,3.1818181818181817,14300000,0
858,2, Not Graduate, No,6800000,18700000,8,781,17600000,900000,23700000,5400000,Approved,2.75,47600000,1
859,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000,Rejected,2.5833333333333335,17200000,0
860,0, Not Graduate, Yes,600000,1800000,12,511,300000,200000,2200000,400000,Rejected,3.0,3100000,0
861,4, Graduate, No,6200000,17300000,6,837,12600000,3700000,24700000,4600000,Approved,2.7903225806451615,45600000,1
862,1, Not Graduate, No,7600000,24600000,12,810,1300000,10500000,30300000,5200000,Approved,3.236842105263158,47300000,1
863,2, Not Graduate, No,4800000,10600000,8,588,3700000,5200000,15000000,4500000,Approved,2.2083333333333335,28400000,1
864,5, Graduate, No,4200000,9200000,12,870,3200000,2400000,12300000,5700000,Approved,2.1904761904761907,23600000,1
865,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000,Approved,2.875,56700000,1
866,5, Not Graduate, Yes,6400000,20300000,16,348,10000000,10900000,20400000,6900000,Rejected,3.171875,48200000,0
867,0, Not Graduate, Yes,8900000,23000000,12,741,5600000,11200000,27100000,7100000,Approved,2.5842696629213484,51000000,1
868,3, Not Graduate, No,5100000,14500000,12,306,700000,8800000,11600000,2900000,Rejected,2.843137254901961,24000000,0
869,2, Graduate, Yes,6300000,19500000,18,428,15900000,7200000,19900000,6500000,Rejected,3.0952380952380953,49500000,0
870,3, Graduate, No,6600000,22100000,4,455,3800000,3000000,25100000,7400000,Approved,3.3484848484848486,39300000,1
871,1, Not Graduate, Yes,4800000,14700000,2,356,7100000,8800000,13400000,5500000,Approved,3.0625,34800000,1
872,0, Graduate, No,200000,400000,4,594,500000,0,400000,100000,Approved,2.0,1000000,1
873,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000,Approved,3.44,34800000,1
874,4, Graduate, No,9000000,34700000,4,771,4800000,9500000,34100000,7700000,Approved,3.8555555555555556,56100000,1
875,2, Graduate, No,5400000,12500000,4,622,14400000,2900000,11800000,5400000,Approved,2.314814814814815,34500000,1
876,1, Not Graduate, Yes,1700000,4500000,20,480,200000,600000,5400000,1900000,Rejected,2.6470588235294117,8100000,0
877,4, Graduate, No,4300000,11500000,20,337,11100000,6000000,17000000,5200000,Rejected,2.6744186046511627,39300000,0
878,1, Graduate, No,5200000,11200000,6,698,14100000,7600000,18800000,2700000,Approved,2.1538461538461537,43200000,1
879,4, Not Graduate, No,4400000,17000000,18,302,1000000,2100000,14000000,5700000,Rejected,3.8636363636363638,22800000,0
880,1, Not Graduate, Yes,3900000,7800000,14,349,11200000,500000,11800000,3600000,Rejected,2.0,27100000,0
881,0, Graduate, No,1100000,3300000,10,482,2800000,300000,2900000,1600000,Rejected,3.0,7600000,0
882,2, Graduate, No,2500000,8200000,10,429,1500000,4100000,5900000,2200000,Rejected,3.28,13700000,0
883,4, Graduate, No,500000,1300000,8,471,500000,300000,1500000,700000,Rejected,2.6,3000000,0
884,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000,Approved,3.6,52800000,1
885,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000,Approved,3.980392156862745,31800000,1
886,2, Graduate, No,5200000,13500000,2,777,7000000,5200000,15500000,6100000,Approved,2.5961538461538463,33800000,1
887,5, Not Graduate, Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000,Approved,2.022727272727273,26300000,1
888,1, Graduate, No,1900000,4200000,12,821,5200000,1500000,5000000,2700000,Approved,2.210526315789474,14400000,1
889,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000,Approved,2.880434782608696,33600000,1
890,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000,Rejected,3.4375,22800000,0
891,4, Not Graduate, No,4900000,10700000,20,321,1200000,400000,11100000,6500000,Rejected,2.183673469387755,19200000,0
892,3, Graduate, Yes,4800000,10100000,4,368,9100000,5100000,16500000,3500000,Rejected,2.1041666666666665,34200000,0
893,4, Graduate, No,9300000,24900000,14,455,27600000,4700000,35100000,13900000,Rejected,2.6774193548387095,81300000,0
894,5, Not Graduate, Yes,7500000,24600000,8,744,1600000,3600000,16700000,9300000,Approved,3.28,31200000,1
895,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000,Approved,2.847457627118644,50800000,1
896,0, Graduate, No,9400000,27900000,6,456,21400000,18500000,35600000,7800000,Rejected,2.9680851063829787,83300000,0
897,5, Graduate, No,5300000,13400000,8,719,1600000,200000,11400000,5300000,Approved,2.5283018867924527,18500000,1
898,4, Graduate, No,3700000,9000000,18,668,7800000,1600000,13400000,3100000,Approved,2.4324324324324325,25900000,1
899,0, Graduate, Yes,2500000,5800000,18,494,5100000,4400000,8500000,2300000,Rejected,2.32,20300000,0
900,4, Not Graduate, No,2800000,10800000,2,841,700000,2600000,7100000,4100000,Approved,3.857142857142857,14500000,1
901,0, Graduate, Yes,5400000,21400000,8,721,8200000,6400000,16700000,7400000,Approved,3.962962962962963,38700000,1
902,5, Graduate, No,3100000,9400000,10,414,200000,5300000,8000000,2800000,Rejected,3.032258064516129,16300000,0
903,5, Not Graduate, No,4800000,15500000,10,812,9500000,1500000,17800000,3500000,Approved,3.2291666666666665,32300000,1
904,1, Not Graduate, No,8800000,17500000,20,832,1800000,3600000,24000000,7400000,Approved,1.9886363636363635,36800000,1
905,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,13000000,3400000,Approved,3.6341463414634148,21500000,1
906,5, Not Graduate, No,9700000,37000000,14,459,28700000,17900000,22800000,5600000,Rejected,3.814432989690722,75000000,0
907,2, Graduate, Yes,6400000,24100000,6,592,2500000,6300000,20200000,6000000,Approved,3.765625,35000000,1
908,5, Graduate, No,3400000,13100000,20,527,900000,4500000,8600000,4000000,Rejected,3.8529411764705883,18000000,0
909,4, Not Graduate, No,3500000,10200000,12,333,7600000,6400000,8100000,3400000,Rejected,2.914285714285714,25500000,0
910,3, Not Graduate, No,3200000,10000000,18,532,3300000,100000,9800000,2100000,Rejected,3.125,15300000,0
911,2, Graduate, Yes,4900000,13100000,18,754,8200000,3300000,16500000,7200000,Approved,2.673469387755102,35200000,1
912,0, Graduate, Yes,1300000,4800000,4,835,500000,100000,3300000,800000,Rejected,3.6923076923076925,4700000,0
913,4, Graduate, No,2500000,5400000,10,592,3400000,1500000,9900000,2900000,Approved,2.16,17700000,1
914,0, Graduate, No,7500000,27300000,20,553,11600000,2800000,26200000,6100000,Approved,3.64,46700000,1
915,2, Graduate, No,700000,2000000,8,806,1900000,1100000,2200000,400000,Approved,2.857142857142857,5600000,1
916,4, Graduate, Yes,8200000,28500000,2,378,6800000,11200000,26400000,11500000,Approved,3.475609756097561,55900000,1
917,1, Not Graduate, No,6900000,26200000,4,534,14500000,11900000,14900000,9400000,Approved,3.7971014492753623,50700000,1
918,1, Not Graduate, Yes,1500000,5900000,16,400,4200000,2400000,4800000,1500000,Rejected,3.933333333333333,12900000,0
919,3, Graduate, No,6300000,18300000,18,543,1800000,9400000,17700000,3500000,Rejected,2.9047619047619047,32400000,0
920,0, Not Graduate, Yes,8800000,25600000,10,715,25300000,2500000,34900000,8600000,Approved,2.909090909090909,71300000,1
921,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000,Approved,2.3258426966292136,37400000,1
922,3, Not Graduate, Yes,2100000,6100000,8,346,5500000,600000,4500000,2900000,Rejected,2.9047619047619047,13500000,0
923,1, Graduate, Yes,9200000,29200000,6,669,9900000,12900000,23400000,11700000,Approved,3.1739130434782608,57900000,1
924,2, Not Graduate, No,3600000,8000000,12,566,10500000,3000000,8900000,2700000,Approved,2.2222222222222223,25100000,1
925,0, Not Graduate, Yes,8600000,23600000,2,361,25800000,5300000,24700000,7500000,Rejected,2.744186046511628,63300000,0
926,5, Graduate, No,3000000,8000000,6,333,3200000,400000,8200000,2200000,Rejected,2.6666666666666665,14000000,0
927,3, Not Graduate, Yes,5200000,16300000,8,335,9500000,7000000,13600000,7300000,Rejected,3.1346153846153846,37400000,0
928,3, Graduate, Yes,7200000,20400000,10,558,0,13200000,27200000,10600000,Approved,2.8333333333333335,51000000,1
929,1, Not Graduate, Yes,4000000,15600000,12,436,10400000,2800000,14800000,3200000,Rejected,3.9,31200000,0
930,1, Not Graduate, No,2400000,5200000,2,371,6100000,3100000,8500000,1400000,Rejected,2.1666666666666665,19100000,0
931,2, Not Graduate, Yes,5500000,18400000,10,515,6800000,4400000,18500000,4100000,Rejected,3.3454545454545452,33800000,0
932,0, Not Graduate, Yes,9000000,24300000,10,599,12900000,3400000,26900000,6400000,Approved,2.7,49600000,1
933,0, Not Graduate, Yes,7900000,24000000,20,728,18600000,15600000,21800000,7400000,Approved,3.037974683544304,63400000,1
934,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000,Approved,3.4838709677419355,54700000,1
935,3, Graduate, Yes,7900000,29200000,4,399,23200000,5500000,30200000,6900000,Approved,3.6962025316455698,65800000,1
936,3, Not Graduate, No,1200000,4500000,6,819,1400000,1100000,4400000,900000,Approved,3.75,7800000,1
937,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000,Rejected,2.4893617021276597,31700000,0
938,5, Graduate, Yes,5900000,15600000,2,730,12600000,4700000,15900000,5900000,Approved,2.6440677966101696,39100000,1
939,4, Not Graduate, Yes,1400000,5100000,14,312,4000000,1000000,3200000,1400000,Rejected,3.642857142857143,9600000,0
940,3, Not Graduate, Yes,4700000,12800000,16,740,2200000,8600000,11700000,6100000,Approved,2.723404255319149,28600000,1
941,5, Graduate, Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000,Rejected,2.6315789473684212,47600000,0
942,4, Graduate, No,7200000,16900000,4,702,15900000,7100000,22000000,9600000,Approved,2.3472222222222223,54600000,1
943,4, Not Graduate, Yes,1400000,4300000,16,447,3600000,1200000,5300000,1000000,Rejected,3.0714285714285716,11100000,0
944,5, Graduate, No,1400000,2900000,4,829,800000,600000,5400000,1600000,Approved,2.0714285714285716,8400000,1
945,2, Graduate, No,7900000,18500000,18,727,20200000,12400000,19600000,7100000,Approved,2.3417721518987342,59300000,1
946,5, Not Graduate, Yes,7600000,18700000,14,509,8500000,8500000,22200000,3700000,Rejected,2.460526315789474,42900000,0
947,3, Graduate, Yes,9600000,34200000,2,745,2500000,2000000,33000000,6700000,Approved,3.5625,44200000,1
948,1, Not Graduate, No,2300000,6600000,18,513,4600000,900000,9000000,1600000,Rejected,2.869565217391304,16100000,0
949,2, Not Graduate, No,8100000,18500000,6,372,19100000,10200000,31000000,7900000,Rejected,2.2839506172839505,68200000,0
950,2, Graduate, Yes,300000,700000,4,411,600000,0,1200000,100000,Rejected,2.3333333333333335,1900000,0
951,4, Graduate, No,4700000,10800000,20,495,11300000,6800000,17000000,4500000,Rejected,2.297872340425532,39600000,0
952,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000,Approved,2.272727272727273,8100000,1
953,4, Not Graduate, No,8600000,25100000,6,820,14400000,5000000,26000000,8300000,Approved,2.9186046511627906,53700000,1
954,5, Graduate, Yes,8700000,28100000,10,660,25500000,800000,25900000,10100000,Approved,3.2298850574712645,62300000,1
955,0, Not Graduate, No,2200000,8600000,4,563,900000,1000000,4400000,2800000,Approved,3.909090909090909,9100000,1
956,1, Not Graduate, Yes,500000,1400000,10,883,900000,0,1700000,300000,Approved,2.8,2900000,1
957,0, Not Graduate, Yes,9100000,22000000,12,387,25300000,15600000,31700000,7000000,Rejected,2.4175824175824174,79600000,0
958,1, Graduate, No,2200000,8700000,12,613,500000,1800000,5700000,2400000,Approved,3.9545454545454546,10400000,1
959,0, Not Graduate, Yes,2200000,8000000,14,335,2800000,3700000,6900000,2900000,Rejected,3.6363636363636362,16300000,0
960,1, Graduate, Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000,Approved,3.59375,51700000,1
961,1, Graduate, Yes,6500000,13900000,8,369,9600000,300000,17200000,8300000,Rejected,2.1384615384615384,35400000,0
962,4, Graduate, Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000,Approved,3.0833333333333335,15100000,1
963,4, Not Graduate, No,5500000,12300000,6,742,12900000,2700000,19800000,4300000,Approved,2.2363636363636363,39700000,1
964,0, Graduate, No,5000000,14400000,4,874,3000000,9300000,14100000,3900000,Approved,2.88,30300000,1
965,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,8100000,2100000,Approved,3.0,15800000,1
966,3, Not Graduate, Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000,Approved,3.5647058823529414,40600000,1
967,1, Graduate, No,4400000,10700000,18,324,2200000,3300000,12700000,5400000,Rejected,2.4318181818181817,23600000,0
968,4, Not Graduate, No,500000,1800000,20,777,900000,300000,1300000,200000,Approved,3.6,2700000,1
969,0, Graduate, No,8300000,21400000,2,662,6100000,12300000,24500000,10200000,Approved,2.5783132530120483,53100000,1
970,2, Not Graduate, Yes,6000000,13000000,12,462,2100000,2500000,14600000,5600000,Rejected,2.1666666666666665,24800000,0
971,3, Not Graduate, Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000,Approved,2.6,25300000,1
972,5, Graduate, Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000,Approved,2.659090909090909,21400000,1
973,3, Graduate, Yes,4400000,15800000,18,779,7200000,5400000,14900000,3600000,Approved,3.590909090909091,31100000,1
974,2, Graduate, Yes,1900000,5000000,14,641,1000000,900000,5500000,2400000,Approved,2.6315789473684212,9800000,1
975,0, Graduate, Yes,5000000,18400000,12,752,14600000,4000000,10500000,6500000,Approved,3.68,35600000,1
976,0, Graduate, No,8000000,23700000,10,305,22200000,11600000,17200000,12000000,Rejected,2.9625,63000000,0
977,4, Not Graduate, No,8200000,20700000,10,546,10800000,7000000,25000000,10600000,Rejected,2.524390243902439,53400000,0
978,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,26100000,9100000,Approved,3.4571428571428573,53000000,1
979,2, Not Graduate, No,2400000,8800000,18,421,3200000,1500000,6700000,1400000,Rejected,3.6666666666666665,12800000,0
980,5, Graduate, No,6600000,18800000,4,639,3200000,1100000,25100000,4300000,Approved,2.8484848484848486,33700000,1
981,3, Graduate, No,3200000,6900000,20,735,1500000,3700000,9200000,3100000,Approved,2.15625,17500000,1
982,0, Not Graduate, Yes,2600000,5400000,2,377,100000,4900000,6100000,2700000,Rejected,2.076923076923077,13800000,0
983,3, Not Graduate, No,6900000,15600000,20,310,4500000,3600000,20400000,4800000,Rejected,2.260869565217391,33300000,0
984,4, Graduate, No,4800000,14000000,2,695,11300000,1700000,15400000,4600000,Approved,2.9166666666666665,33000000,1
985,1, Not Graduate, Yes,300000,1200000,4,355,700000,300000,800000,200000,Approved,4.0,2000000,1
986,1, Not Graduate, Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000,Rejected,3.2790697674418605,22800000,0
987,5, Not Graduate, No,700000,2400000,20,330,1300000,700000,2500000,500000,Rejected,3.4285714285714284,5000000,0
988,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,30800000,11100000,Approved,2.74468085106383,85500000,1
989,3, Not Graduate, Yes,800000,2900000,10,644,600000,500000,2900000,400000,Approved,3.625,4400000,1
990,5, Not Graduate, No,4400000,14900000,4,865,8200000,6200000,14900000,3500000,Approved,3.3863636363636362,32800000,1
991,1, Graduate, Yes,4700000,14800000,6,661,8500000,6000000,13600000,6400000,Approved,3.148936170212766,34500000,1
992,2, Not Graduate, No,2300000,5000000,8,884,1400000,1700000,6100000,1500000,Approved,2.1739130434782608,10700000,1
993,5, Graduate, Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000,Approved,3.1411764705882352,51100000,1
994,2, Graduate, No,7600000,28300000,12,800,19700000,14800000,15600000,7800000,Approved,3.723684210526316,57900000,1
995,2, Graduate, No,3200000,12600000,18,796,6200000,3500000,9600000,2000000,Approved,3.9375,21300000,1
996,4, Not Graduate, No,2400000,5000000,4,716,1500000,2800000,6900000,1400000,Approved,2.0833333333333335,12600000,1
997,0, Graduate, Yes,500000,1100000,18,479,1500000,500000,1800000,600000,Rejected,2.2,4400000,0
998,3, Not Graduate, Yes,8500000,28300000,2,810,25200000,4300000,18500000,10700000,Approved,3.3294117647058825,58700000,1
999,0, Graduate, Yes,8900000,20900000,18,568,18800000,700000,32700000,5300000,Approved,2.348314606741573,57500000,1
1000,0, Graduate, No,2800000,5600000,8,842,0,1300000,6100000,1900000,Approved,2.0,9300000,1
1001,3, Not Graduate, Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000,Approved,2.413793103448276,20200000,1
1002,1, Graduate, Yes,4900000,17700000,8,722,9200000,7300000,16400000,3000000,Approved,3.6122448979591835,35900000,1
1003,5, Not Graduate, No,9600000,20700000,14,442,25800000,9800000,31800000,8200000,Rejected,2.15625,75600000,0
1004,3, Graduate, Yes,3300000,9800000,6,360,4500000,600000,11000000,4400000,Rejected,2.9696969696969697,20500000,0
1005,3, Not Graduate, No,2800000,5900000,4,461,1600000,400000,8900000,2800000,Rejected,2.107142857142857,13700000,0
1006,2, Graduate, No,7800000,22200000,10,735,9700000,4600000,23000000,6900000,Approved,2.8461538461538463,44200000,1
1007,4, Graduate, Yes,2500000,8400000,12,761,6300000,1300000,8400000,1600000,Approved,3.36,17600000,1
1008,0, Graduate, No,4400000,10600000,20,653,6800000,4600000,16800000,5400000,Approved,2.409090909090909,33600000,1
1009,0, Not Graduate, No,7900000,30800000,4,726,5000000,14600000,23800000,5500000,Approved,3.8987341772151898,48900000,1
1010,1, Graduate, No,8900000,22600000,18,617,8400000,15500000,27900000,11700000,Approved,2.539325842696629,63500000,1
1011,0, Graduate, No,5600000,13400000,2,460,3400000,4100000,14800000,4100000,Rejected,2.392857142857143,26400000,0
1012,1, Not Graduate, No,1400000,3300000,8,306,3200000,800000,2700000,800000,Rejected,2.357142857142857,7500000,0
1013,5, Graduate, Yes,500000,1400000,4,471,500000,100000,1300000,300000,Rejected,2.8,2200000,0
1014,1, Graduate, Yes,5100000,15300000,4,628,6900000,3300000,17600000,2700000,Approved,3.0,30500000,1
1015,3, Graduate, No,9800000,25600000,10,404,24400000,6700000,37000000,11500000,Rejected,2.6122448979591835,79600000,0
1016,2, Graduate, Yes,8600000,21600000,16,804,15400000,300000,26800000,7100000,Approved,2.511627906976744,49600000,1
1017,3, Not Graduate, No,1600000,3900000,20,804,900000,2500000,3200000,800000,Approved,2.4375,7400000,1
